Speaker Name,Speaker Title,Speaker Company,Company Category,Email Subject,Email Body
Daniel Leech,Managing Director | Large Scale Residential Lead,D4S Structural Engineers,Builder,Join Us for a Live Demo at Booth #42,"Hi Daniel,

I hope this message finds you well. As the Managing Director at D4S Structural Engineers, your insights into large-scale residential projects are invaluable. We’d love for you to visit our booth #42 at the upcoming event for a live demo of our drone mapping solutions, plus a small gift just for stopping by.

Looking forward to seeing you there!"
Paul Arpino,Laing O'Rourke,,Other,Join Us at Booth #42 for a Live Demo,"Hi Paul,

I hope this message finds you well. We would love to invite you to visit our booth #42 at the upcoming event for a live demo of DroneDeploy's drone mapping solutions tailored for construction. We’ll also have a small gift for you as a token of our appreciation. 

Looking forward to seeing you there."
Paul Drayton,Head of Digital – Europe,Laing O’Rourke,Other,Invitation to Experience DroneDeploy at Booth #42,"Hi Paul,

As the Head of Digital at Laing O’Rourke, I believe you’ll find our drone mapping solutions particularly relevant. I’d like to invite you to visit us at Booth #42 for a live demo and a small gift. It would be great to show you how our technology can enhance your digital initiatives in construction.

Looking forward to seeing you there."
Daniel Watson,UK Director,Hereworks,Other,Join Us for a Live Demo at Booth #42,"Hi Daniel,

As the UK Director at Hereworks, we believe you'll find our drone mapping solutions particularly relevant. We'd love to invite you to visit our booth #42 for a live demo and to pick up a small gift. Looking forward to seeing you there.

Best,
[Your Name]  
DroneDeploy"
Paul French,Head of Digital Construction,Saint-Gobain Interior Solutions,Builder,Join Us at Booth #42 for a Live Demo,"Hi Paul,

As the Head of Digital Construction at Saint-Gobain Interior Solutions, we believe you'll find our drone mapping solutions incredibly valuable. We invite you to visit us at booth #42 for a live demo and a small gift. Looking forward to showcasing how we can support your innovative projects.

Best, 
[Your Name] 
DroneDeploy"
Joachim Viktil,CEO,Reope,Other,See DroneDeploy in Action at Booth #42,"Hi Joachim,

As the CEO of Reope, your insights into innovative solutions are invaluable. We would love to invite you to Booth #42 for a live demo of DroneDeploy’s latest features in drone mapping and reality capture. We’ll also have a small gift for you as a token of appreciation.

Looking forward to your visit,

[Your Name]
[Your Position]
DroneDeploy"
Darren Barker,Technical Principal,Mott MacDonald,Other,Join Us for a Live Demo at Booth #42,"Hi Darren,

As the Technical Principal at Mott MacDonald, your insights into innovative technologies are invaluable. We’d love to invite you to Booth #42 for a live demo of DroneDeploy’s latest advancements in drone mapping and reality capture, along with a small gift as a token of our appreciation.

Looking forward to seeing you there."
Paul Devlin,CEO,Causeway Technologies,Other,Join Us at Booth #42 for a Live Demo,"Hi Paul, 

I hope this message finds you well. As the CEO of Causeway Technologies, your insights into the construction tech landscape are invaluable. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy and a small gift. 

Looking forward to seeing you there, 

[Your Name] 
[Your Position] 
DroneDeploy"
Jodie Cleary,Senior Digital Construction Manager,McLaren,Builder,Join Us at Booth #42 for a Live Demo,"Hi Jodie,

I hope this message finds you well. As a Senior Digital Construction Manager at McLaren, your insights on digital transformation in construction are invaluable. We would love to invite you to visit our booth #42 for a live demo of DroneDeploy's latest features and a small gift as a token of our appreciation.

Looking forward to seeing you there."
Paul Shillcock,Director,Operam Academy,Other,Join Us for a Live Demo at Booth #42,"Hi Paul,

As the Director at Operam Academy, you understand the importance of innovative solutions in construction. We invite you to visit our booth #42 for a live demo of DroneDeploy's capabilities, along with a small gift as a token of appreciation for your time. Looking forward to connecting with you.

Best,
[Your Name]  
[Your Position]  
DroneDeploy"
Darren Hesketh,Sales Manager,4PS Construction Solutions,Builder,Join Us for a Live Demo at Booth #42,"Hi Darren, 

As the Sales Manager at 4PS Construction Solutions, you understand the impact of innovative technology in construction. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities, along with a small gift as a token of appreciation for your time. 

Looking forward to seeing you there."
Joe Butterworth,Senior Account Executive,Qflow,Other,Discover DroneDeploy at Booth #42,"Hi Joe, 

As a Senior Account Executive at Qflow, you understand the importance of efficient project management. We’d love for you to visit our booth #42 for a live demo of our drone mapping solutions tailored for construction. We’ll also have a small gift for you. 

Looking forward to seeing you there."
Paul Wilkinson,Nima Vice Chair,nima,Other,Explore DroneDeploy at Booth #42,"Hi Paul,

As the Nima Vice Chair, your insights into construction innovation are invaluable. We’d love for you to visit us at Booth #42 for a live demo of our drone mapping solutions and a small gift. Looking forward to seeing you there!

Best,
[Your Name]  
DroneDeploy Team"
Dave Lee,Director (UK Regional),IIMBE,Other,"Join Us at Booth #42 for a Live Demo, Dave","Hi Dave,

I hope this message finds you well. As the Director at IIMBE, you understand the importance of innovative technology in construction. We’d love for you to visit our booth #42 at the upcoming event for a live demo of DroneDeploy and a small gift. Looking forward to connecting!

Best, 
[Your Name]"
John Adams,Head of Product,Glider Technology,Other,Experience DroneDeploy at Booth #42,"Hi John, 

As the Head of Product at Glider Technology, I thought you might find value in seeing our latest advancements in drone mapping and reality capture. We invite you to visit us at Booth #42 for a live demo and a small gift. Looking forward to connecting with you.

Best, 
[Your Name] 
DroneDeploy"
Joe Castner,"GVP, Global Ecosystems",Oracle,Other,Join Us at Booth #42 for a Live Demo,"Hi Joe,

As GVP of Global Ecosystems at Oracle, your insights into technology integration are invaluable. We’d love for you to visit our booth #42 at the upcoming event for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture. We have a small gift for you as a token of appreciation for stopping by.

Looking forward to seeing you there."
Pedro Santos,BIM Engineer,Rolls-Royce SMR,Other,Join Us at Booth #42 for a Live Demo,"Hi Pedro,

I hope this message finds you well. As a BIM Engineer at Rolls-Royce SMR, you understand the importance of accurate mapping and reality capture. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities, along with a small gift as a token of our appreciation.

Looking forward to seeing you there."
Paula Mota,Managing Consultant,Assystem,Other,Visit Us at Booth #42 for a Live Demo,"Hi Paula,

I hope this message finds you well. As a Managing Consultant at Assystem, your insights into construction innovation are invaluable. We'd love to invite you to visit our booth #42 for a live demo of DroneDeploy's capabilities and a small gift. Looking forward to connecting with you.

Best regards,

[Your Name]
[Your Position]
DroneDeploy"
Pavlina Nikolova,"AEC Practice Lead, EMEA",Egnyte,Builder,Explore DroneDeploy at Booth #42,"Hi Pavlina,  
As the AEC Practice Lead at Egnyte, your insights into construction innovation are invaluable. We’d love for you to visit Booth #42 for a live demo of DroneDeploy’s capabilities and to pick up a small gift. Looking forward to seeing you there.  
Best,  
[Your Name]  
[Your Position]  
DroneDeploy"
Dave Shepherd,"Digital Product Manager (Data, Construction & Programme Enablers)",Restoration and Renewal Delivery Authority for Parliament,Builder,Join Us for a Live Demo at Booth #42,"Hi Dave,

As the Digital Product Manager at the Restoration and Renewal Delivery Authority, you understand the importance of innovative solutions in construction. We invite you to visit our booth #42 for a live demo of DroneDeploy's mapping and reality capture capabilities, along with a small gift. We look forward to showcasing how our technology can support your projects.

Best regards,
[Your Name]
[Your Position]
DroneDeploy"
David Brakoniecki,BP3 Global,,Other,Join Us for a Live Demo at Booth #42,"Hi David,

I hope this message finds you well. We would love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture for construction. As a token of our appreciation, we have a small gift waiting for you.

Looking forward to seeing you there!"
John Clarke,Operations Director,One Sightsolutions,Other,Join Us at Booth #42 for a Live Demo,"Hi John,

As the Operations Director at One Sightsolutions, I believe you'll find our drone mapping and reality capture solutions particularly relevant. I’d like to invite you to visit us at Booth #42 for a live demo and a small gift. It would be great to show you how our technology can enhance your operations.

Best,
[Your Name]  
DroneDeploy"
Pencho Studenkov,Places for People,,Other,Invitation to Experience DroneDeploy at Booth #42,"Hi Pencho, 

As a leader in innovative development at Places for People, we believe you would appreciate the advancements in drone mapping and reality capture. We invite you to visit us at Booth #42 for a live demo of our solutions and to receive a small gift from our team. 

Looking forward to connecting, 

[Your Name]  
[Your Position]  
DroneDeploy"
Paul Bamforth,Head of AI and Data,Buildots,Builder,Join Us for a Live Demo at Booth #42,"Hi Paul, 

I hope this message finds you well. As the Head of AI and Data at Buildots, you understand the importance of accurate data capture in construction. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities, along with a small gift. 

Looking forward to seeing you there."
Phil Broadbent,Product Owner,Causeway,Owner,Join Us at Booth #42 for a Live Demo,"Hi Phil,

As a Product Owner at Causeway, you understand the importance of precision in construction projects. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities. Plus, we have a small gift for you to take home. 

Looking forward to connecting!

Best,
[Your Name]"
John Hall,Managing Director,INFENG (Information Engineering),Builder,Join Us for a Live Demo at Booth #42,"Hi John,

I hope this message finds you well. We would love to invite you to visit our booth #42 at the upcoming event for a live demo of DroneDeploy's latest capabilities in drone mapping and reality capture for construction. We also have a small gift for you as a token of appreciation for your time.

Looking forward to seeing you there.

Best,
[Your Name]"
Phil Hannabuss,Solutions Engineer,Asite,Other,Join Us for a Live Demo at Booth #42,"Hi Phil, I hope this message finds you well. We would love to invite you to visit our booth #42 for a live demo of DroneDeploy's latest mapping solutions tailored for construction. We also have a small gift for you as a token of appreciation for your time. Looking forward to seeing you there."
David de Koning,Head of Structural Products,Oasys,Other,Discover the Future of Drone Mapping at Booth #42,"Hi David, 

As the Head of Structural Products at Oasys, I believe you'll find our live demo at Booth #42 particularly relevant. Stop by to see how DroneDeploy can enhance your projects, and enjoy a small gift from us as a token of appreciation. 

Looking forward to connecting, 

[Your Name] 
[Your Position] 
DroneDeploy"
David John Varghese,Chartered Civil Engineer,AtkinsRéalis,Builder,Join Us for a Live Demo at Booth #42,"Hi David, 

As a Chartered Civil Engineer at AtkinsRéalis, you understand the importance of precision in your projects. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities. We’ll also have a small gift for you. 

Looking forward to seeing you there."
John Priestland,Director,Priestland Consulting,Other,Join Us at Booth #42 for a Live Demo,"Hi John,

As the Director at Priestland Consulting, you understand the value of innovative technology in construction. We’d love for you to visit us at Booth #42 for a live demo of DroneDeploy’s capabilities and to pick up a small gift. Looking forward to the opportunity to connect.

Best,
[Your Name] 
DroneDeploy"
David Johnson,Co-Owner,The Modern Builder,Builder,"Join Us at Booth #42 for a Live Demo, David","Hi David, 

I hope this message finds you well. As Co-Owner of The Modern Builder, you understand the importance of cutting-edge technology in construction. We’d love for you to visit us at Booth #42 for a live demo of DroneDeploy and to receive a small gift. 

Looking forward to seeing you there."
Johnathan Munkley,Head of Digital Services,WSP,Other,Join Us for a Live Demo at Booth #42,"Hi Johnathan,

As the Head of Digital Services at WSP, we believe you would find our drone mapping solutions particularly relevant. We invite you to visit our booth #42 for a live demo and to pick up a small gift. It would be a great opportunity to explore how we can enhance your digital services.

Looking forward to seeing you there."
Phil Thompson,Digital Construction Practitioner,Information Management Squared,Builder,Experience DroneDeploy at Booth #42,"Hi Phil,

As a Digital Construction Practitioner at Information Management Squared, I thought you might find our live demo at Booth #42 particularly relevant. We’d love to show you how DroneDeploy can enhance your projects. Plus, we have a small gift for you. 

Looking forward to seeing you there."
